id,categories,osd
12f4370d-5654-4170-b0f4-48b76897027d,7 6 3 1 11 10 26 27 28 56 0 5 23 16 42 37 131 47 113 33,0
ae7459de-f7b5-4421-95fe-5a1e8c80ae3a,79 5 7 91 2 23 14 19 53 44 34 49 45 83 33 37 57 130 81 100,0
3111b17b-fbc4-4d64-8906-58b527483d57,79 7 56 3 26 23 33 53 102 31 18 14 9 42 100 61 10 35 39 95,0
9668c7c2-ae29-4aed-a004-144d25328cf3,79 7 3 56 31 97 14 91 26 33 125 1 11 19 23 77 45 128 55 119,0
9c5170c8-2b47-4e77-b45b-2f92b2cf5a1f,7 4 5 79 91 71 56 14 26 31 37 131 132 18 9 33 1 2 23 40,0
37688904-bd5e-476d-aaac-1ea40966d7a0,79 7 5 71 91 23 89 14 123 132 122 26 18 114 49 81 97 31 65 124,0
55f13b2f-9524-4377-86d7-2ab2c6ece84b,5 7 131 79 14 3 31 13 56 71 37 17 125 97 91 23 26 94 76 18,0
d8baea19-6706-45af-a0cd-c2676daa5773,7 0 11 5 3 131 26 23 30 49 112 33 1 73 57 106 82 71 28 95,0
70294ce2-d199-4816-953b-fc1694b8ae7a,7 56 71 6 31 3 10 23 37 131 1 58 28 26 47 120 11 62 57 83,1
8a542a2b-e1c5-48c6-8215-fd5ca8214571,79 7 56 3 33 53 26 18 61 102 14 23 31 42 52 9 44 81 112 77,0
a1b36197-3481-4c19-870e-c72f13ee00f8,79 7 5 71 26 56 4 31 37 18 23 11 3 91 6 83 42 106 89 76,0
4746bbcb-01aa-448d-889c-b6098071c557,7 6 4 11 31 131 56 27 5 76 28 52 81 33 47 16 70 26 74 100,1
1b7db1b4-743c-468d-aba9-1eaf2d3d3da1,7 12 23 10 26 3 31 30 45 28 33 56 0 37 9 8 67 35 41 13,0
ae445882-cbf4-45a0-a264-297bc927447d,79 7 71 56 3 37 26 33 31 11 14 35 91 102 83 18 19 42 95 125,0
35a9292e-446f-4834-b6cf-5e00faa02ac0,7 6 3 10 26 12 19 23 1 13 28 9 14 56 33 16 5 37 35 42,0
6c8d9227-34a3-4657-9398-3483f39688f2,79 7 3 56 11 128 53 22 31 26 69 101 91 27 97 19 55 125 83 33,0
68e58fc3-f190-49fa-958d-146fed4d79ad,7 23 8 13 35 30 12 27 28 66 45 116 56 22 72 3 109 31 67 81,0
b1c65b05-0602-401e-8ead-5ca238a61671,7 37 6 71 14 3 28 26 33 56 16 41 72 34 77 40 39 0 9 31,0
3c901d43-6b72-4926-a71d-dbf054d795f8,6 1 3 5 79 131 10 7 56 26 35 37 27 28 14 38 19 16 23 0,0
2a18b856-495c-44ce-8189-7e56a3adaadb,4 2 10 26 56 1 40 6 58 16 78 11 28 9 129 111 97 44 80 41,0
7a204d14-6d16-4e30-96dd-774d3a06ac8b,5 23 4 3 39 32 31 66 0 26 131 14 63 57 124 71 18 48 117 25,1
01230b6e-f53c-431a-850c-b1cbe877f08b,79 7 5 3 91 11 31 26 56 128 69 23 125 55 97 33 95 42 14 19,0
0bf4d276-3779-40f3-b1bb-a56d63a6add9,79 5 7 4 31 91 2 11 18 26 23 8 132 14 97 83 45 113 114 35,0
7e80e0ab-ce68-438e-91d3-fd707f7eebb6,4 7 5 31 71 26 14 79 56 37 131 91 83 59 24 49 23 99 67 81,1
f4834ea1-0049-4ff5-82e7-cb2e21b3bc5e,7 23 10 35 13 8 66 3 56 45 12 121 28 100 5 32 72 30 116 67,0
28ed7978-eefd-4600-a8d0-2ab4ac9b0a18,79 7 71 23 11 26 18 56 31 106 33 42 1 35 77 61 91 131 73 14,0
e8848fb1-d9d7-4b14-948c-8510b1f67549,79 7 71 3 42 26 56 23 81 18 33 91 11 31 123 44 61 1 102 22,0
46113e8a-142f-41d8-8943-104596c33be6,7 6 1 3 26 10 56 37 0 19 28 23 35 16 30 27 42 18 12 33,0
e5b779c1-5bd8-42c4-b68c-f9c0b5c34105,79 4 7 5 11 132 26 31 18 56 97 12 91 23 84 71 33 41 67 126,0
55a7881f-d452-4408-a1e1-2e5abfd274d8,79 7 56 39 11 26 9 33 102 61 31 131 14 53 23 3 49 77 100 37,0
9e9319a1-3847-402b-8f40-14e696fde05f,7 130 71 56 37 14 31 97 23 131 3 22 47 9 91 123 34 73 18 81,0
ee7d0d8c-22ea-4521-a535-53b01dac1ac7,7 131 71 5 91 14 3 28 33 42 0 116 65 23 11 47 125 76 123 83,0
3512a849-09cb-4692-b86d-e1c8604b58db,7 71 56 79 31 126 42 11 73 51 97 105 114 3 121 47 92 85 82 9,1
b2b021f5-fee1-4e12-b220-b0c7ace9a15e,79 7 56 3 23 26 33 53 102 31 9 18 100 14 42 61 39 49 10 35,0
7d30de5e-b212-408b-8063-a2b3454380ac,7 5 6 3 71 131 31 37 56 11 116 23 76 26 33 28 42 10 88 32,0
78702ed9-f6fe-4272-b5ad-1baa972bb60c,39 8 32 3 66 6 31 75 64 85 67 70 113 58 26 73 60 62 49 82,0
cd1bfa21-8d15-49f9-ae6a-8bc434601c03,7 5 71 23 91 130 1 14 37 79 81 28 123 35 127 99 89 0 19 22,1
fdc88a51-2f66-4430-b2b6-fb51c82daecb,26 5 23 3 32 7 130 37 131 19 11 21 10 83 116 2 79 65 98 132,0
4ef3b57b-ad18-472c-9dfe-e41ea12785a2,10 26 23 3 5 19 56 11 37 12 13 32 131 21 83 121 28 81 58 16,0
ca0fb5d8-174a-494a-a4ce-0ce0bcaf3cc9,10 23 35 3 8 26 100 0 7 14 39 66 21 30 13 121 28 45 56 12,0
0e12475b-befe-4465-8b04-523c2acbd0e3,79 7 31 91 97 128 11 3 45 51 122 56 130 132 69 49 77 90 44 125,0
ae275264-8829-4bd3-9194-38acf4003cf0,7 6 4 5 56 1 26 31 35 37 100 131 30 45 58 28 101 11 33 77,0
6b98abe3-cd94-4f4d-99a3-641b3a43c1de,7 79 71 23 42 1 3 18 81 30 106 123 35 6 61 14 76 126 67 124,0
d8b57176-8fea-465f-b8ce-aefeaf569c23,7 6 11 3 26 1 10 37 18 4 131 39 19 33 45 0 49 35 16 27,0
bba79838-0a70-4fa5-a0bd-71c22a8c9ee1,32 10 5 3 8 66 56 39 23 70 67 33 26 99 0 93 50 19 37 83,0
bcad5fb0-8a9b-4faa-adf9-fe7106ec63dd,7 5 56 26 71 4 31 3 76 6 37 1 131 30 23 11 16 18 93 45,0
75b254e9-d3b1-4e0b-986d-32597cfdc3f6,5 6 7 131 49 56 35 1 37 17 100 81 83 73 80 28 101 43 66 50,0
bc1c8ac2-a6df-4b27-b1b7-1c857f9e533a,7 32 26 100 131 0 1 9 12 37 30 49 77 91 45 79 66 35 4 130,0
36ad4f47-7f24-4564-b46c-3a3603d47950,4 79 2 31 1 131 72 3 37 95 94 5 119 114 53 113 129 73 16 20,0
731ad016-b586-4814-a50d-cdbd549545f5,7 130 26 23 5 37 3 34 56 14 32 71 28 116 83 33 131 91 97 0,0
5e948c0e-7f72-4d97-8efe-6e5bae292092,7 6 5 1 3 19 26 28 31 0 35 37 16 49 81 100 36 83 43 130,0
a5ea50c8-8ac6-4eec-9c7b-cbc21d5037b7,56 26 4 10 39 19 11 49 3 1 79 31 82 14 20 97 35 130 2 73,1
da91011a-f5f2-4567-a7d7-c35aeb53c870,7 131 71 5 3 11 106 42 54 65 9 130 33 18 30 127 45 80 113 83,0
3de75714-15f2-4d09-83e8-1eae785c8df8,79 7 4 5 71 18 91 31 26 56 132 11 14 131 23 83 40 123 88 97,0
95ba3acc-859b-4a99-8c30-b38a91a1be28,5 7 3 6 26 10 37 23 19 56 11 14 39 66 79 9 49 35 46 100,0
8251c7a3-a608-4cda-a990-dbdaffa046a1,7 26 13 12 56 35 3 23 10 0 30 97 1 58 41 28 18 45 131 100,0
4241e6c6-41ce-46d1-a006-549d9065fd5a,79 7 5 71 4 26 56 31 37 11 18 30 3 23 42 91 76 89 106 83,1
32bf8d8f-3b06-4c0b-b53b-880500023d01,79 7 56 3 102 33 11 39 31 26 53 9 14 131 49 6 18 23 100 124,0
5b20455f-0be7-4e88-80f0-0d4b2c52284b,32 23 130 21 26 46 3 1 66 100 99 118 83 127 132 131 116 20 37 54,0
2e96d7df-654d-4ced-b1f6-3a4a705431c7,79 7 3 11 91 33 45 56 44 26 31 27 14 125 130 53 42 69 128 19,0
7405b927-4ea1-4977-9985-aac9cc0ac29e,79 7 56 3 26 23 53 33 102 31 18 9 14 61 100 42 35 77 39 49,0
bb6fa8bf-3d35-4599-9303-c0650a513a60,7 1 45 12 13 56 30 3 100 28 16 26 33 58 23 105 81 10 37 14,0
c456b6ba-f895-4c1c-ba72-40ec39e5ad49,7 13 26 45 12 35 1 30 100 58 39 28 23 0 49 34 61 77 25 3,0
057ed588-5c3a-43af-9f0d-70749d680d41,5 7 71 91 37 23 14 4 79 31 56 81 130 35 22 28 34 131 108 47,1
36c6c204-5f77-4ac1-8b17-defe11bff442,4 7 71 23 14 31 91 5 79 65 123 114 8 106 33 18 112 99 104 2,1
dbd13673-9eaf-437a-841f-e1605595e795,79 7 56 3 33 53 18 26 61 42 102 14 31 23 52 10 81 44 37 6,0
d60b5b72-ea31-42c9-b49c-011cd737e1eb,79 7 2 27 31 100 42 49 45 67 91 8 44 23 101 53 77 74 37 126,0
31ebdb4c-369e-4523-8b16-9efa6ee9db54,7 4 5 79 71 91 14 31 26 56 131 33 28 83 23 9 2 37 40 132,0
f5b42d72-cab3-4718-b062-4f04a9422569,7 5 71 37 26 56 31 3 76 14 79 6 28 23 9 33 30 83 77 18,0
7c23b91d-a489-4798-9e38-3541ce7501a8,79 7 56 3 33 26 53 61 18 102 23 31 42 14 9 44 52 77 37 112,0
02221167-9d2c-4899-83f3-36b6b172583a,5 7 4 23 26 71 31 1 131 91 14 37 56 79 130 2 81 99 97 83,0
91f0a302-7160-456a-9966-8c57c0e10e4c,6 31 37 3 35 1 32 0 23 19 58 28 131 11 26 33 100 45 85 7,0
d7a8fd58-d834-4c2e-b859-989a0ffaacdf,79 7 56 26 10 23 39 11 49 132 104 73 9 102 3 31 131 35 126 77,0
0d9f5366-d07a-4c4b-b733-b3d62665dd63,10 32 35 8 26 3 23 100 7 6 45 0 66 12 1 37 4 28 30 33,0
071e4b4f-ab2a-47cf-88e3-07566dfee094,6 4 131 79 56 5 7 10 0 16 2 19 23 28 27 83 49 37 47 31,0
ebd19e84-095f-4512-8b17-05c2bb062042,5 39 23 10 131 19 6 11 35 12 121 3 4 66 47 31 21 82 28 64,0
617a5632-5635-4858-8d5c-011985df862d,56 7 10 3 71 5 131 11 6 23 27 26 19 37 31 33 79 42 123 1,0
909faa7d-651c-4dd3-85af-1f4711a4d863,79 7 5 23 14 91 33 2 26 1 3 37 89 71 45 53 83 56 18 99,0
3c932b9e-e77c-4e4c-9f26-bd4da676e7d7,79 4 7 5 26 18 31 11 71 23 56 132 83 131 41 124 14 67 12 123,0
2d1cb4b0-17dd-4d0f-a621-2369622f2203,6 130 31 37 8 5 14 35 9 131 28 97 3 22 34 7 57 122 79 113,0
5d1480d9-45aa-4ff4-97f8-294eaac7b477,7 71 0 23 131 3 26 31 47 9 30 33 112 28 81 97 73 95 34 116,0
a7509829-3808-462e-a48e-d76d65366293,7 79 71 131 5 31 23 3 56 26 17 88 100 65 14 42 76 37 125 106,0
64d21e4c-746d-4737-9a23-522c165286a1,4 5 7 79 14 71 91 31 23 37 26 49 131 130 81 89 56 106 124 34,0
636d8e21-a673-4bd2-bc02-38163f2dffe2,7 71 56 11 4 123 3 131 127 31 18 130 93 108 99 13 82 67 100 2,1
d6038c7f-4025-4f7d-a368-083f8e9407b8,79 7 56 3 33 26 53 18 61 23 102 31 14 42 9 52 44 112 77 73,0
590039f6-202d-445f-a2d9-e28a00b6e17e,7 6 5 3 131 28 56 11 23 9 31 47 76 81 52 122 106 97 18 83,0
5427f049-a603-4d3d-b18f-5b1e52127349,79 7 56 71 11 3 33 102 61 18 31 1 10 73 23 77 44 125 81 42,0
57b3307b-b7d2-462b-945d-1a2dea6b5f9d,6 37 26 130 0 3 28 14 16 1 35 23 7 34 93 19 13 66 49 58,0
0bfeb596-69e7-4341-9624-f69a83bae51a,31 7 130 26 23 37 71 11 0 19 6 58 14 1 91 73 66 2 22 47,0
b4788881-996f-4f96-a7b7-4eef44e167f1,7 8 23 13 35 30 12 66 31 27 22 116 28 45 109 56 72 121 67 122,0
a838c950-f706-45d0-8eb2-7206978541a9,7 71 56 131 130 95 78 23 35 65 106 132 82 51 108 97 52 81 127 73,0
14111ee9-9972-42b7-95ec-7ce8cea03d21,131 7 3 14 27 26 28 71 40 23 5 31 1 33 91 11 37 16 47 42,0
68fcb4fa-c223-4621-8f47-e579bca02415,7 79 6 5 26 3 10 1 23 2 14 19 16 28 37 33 91 27 57 0,0
77151c31-6c94-45ad-823e-c3d628692e04,5 6 26 7 1 23 3 56 0 49 10 131 47 57 16 35 28 126 4 19,0
8b89ba57-2dbf-4414-af15-76fd253ac48d,79 7 23 3 11 71 14 61 1 56 18 33 83 31 106 124 102 53 91 48,0
7ea026f5-1b90-4c3d-b8fb-bda076fabd9d,7 5 0 23 3 14 10 1 28 112 51 71 57 12 106 95 131 43 116 61,0
b3dd45af-5103-4c05-a168-482f5d151459,6 32 10 4 7 0 3 16 28 11 23 113 99 26 70 18 132 85 30 21,0
14145d88-d1aa-4095-a4fb-fad6d5ecc326,7 71 131 23 130 26 13 75 65 11 54 3 95 1 5 83 127 77 113 35,0
b0c65b83-091c-4802-b344-de26848a6449,7 71 26 56 14 131 3 76 79 31 121 89 24 12 11 95 57 74 83 18,0
0db77b17-5e72-4f1f-8f38-0dfda311edaa,7 31 26 1 3 0 6 37 33 35 12 10 16 46 32 9 125 41 30 66,0
3d73a389-1ae6-4c2f-9d55-c6f9b18f0789,79 7 71 5 4 26 91 18 31 56 11 14 81 42 97 124 83 123 88 99,0
224f259c-94f9-4f79-84e5-b475dbc7016c,79 5 4 131 7 2 91 1 10 56 37 100 3 83 27 26 49 39 65 23,0
9ed747ac-b81c-40a4-aa5e-19d8062ac443,7 10 0 26 1 23 3 30 45 56 35 28 12 121 37 16 100 101 122 34,0
924b9a2d-ce3f-4d2e-b8f9-a309bceac141,79 7 5 71 26 56 23 14 31 91 3 18 4 124 33 34 37 83 19 119,0
4dbb1d13-764f-4a95-8e20-09993910c5aa,10 3 26 23 7 12 21 0 11 28 14 19 13 6 16 32 27 116 37 33,0
1494691a-ce9a-4815-8cbe-7e2c560fa834,7 5 71 14 3 56 131 31 26 23 19 83 12 124 40 37 13 97 9 28,0
5bbd5bda-6dde-47a3-8c29-f042cfd54e39,7 10 35 23 8 3 30 100 14 31 0 26 12 6 28 66 22 121 78 45,0
12e24b31-cad6-4370-af77-5195ba1c60b6,79 7 3 26 56 33 31 14 27 128 1 91 42 11 125 19 71 97 40 28,0
5041210d-2e84-4368-9569-00c59a9f6d58,7 6 26 5 1 10 56 35 9 3 0 28 12 131 124 80 47 16 66 13,0
d6a1d2d6-79b0-42c7-b7ff-769a270123e6,6 7 37 23 5 3 71 14 56 1 28 26 33 35 91 12 34 16 19 44,0
37c1c277-13f0-44ff-bb92-1a39c26b3968,71 7 1 5 31 37 23 6 56 79 131 58 91 28 130 3 14 46 26 73,0
78836d42-7441-42f2-a7f2-ed30ffef7325,4 5 7 31 71 14 37 26 23 56 81 99 91 88 34 13 48 104 33 69,0
8983eaad-4577-456a-9742-4b09ff95ec1b,4 79 5 131 7 2 31 3 1 37 16 129 127 119 48 58 95 72 14 113,0
497d8be6-679b-48e7-a975-eff5aca04cd3,79 7 3 56 91 31 11 26 14 53 5 128 23 33 125 69 44 42 19 83,0
c65b88f0-4cab-4ead-9cab-0314c1a09d91,7 5 56 71 4 14 23 37 31 3 18 33 97 67 6 9 73 76 91 52,0
23d4f815-3c57-430c-ae60-c01196794802,79 7 23 56 3 71 102 31 33 91 61 26 83 53 18 35 14 11 95 125,0
28fe514d-eeb5-4cec-9152-10f1c0083ccb,32 8 5 66 31 39 0 10 56 46 99 93 3 75 59 51 98 95 9 115,0
873ba4e8-818c-4b2d-a778-ec4a92fea45d,79 4 7 5 31 71 132 18 26 11 23 91 56 14 83 12 131 123 97 67,0
c5372f40-c625-480a-986b-9a729e09f011,5 79 7 23 14 1 131 91 130 3 123 33 89 49 46 71 120 97 42 2,0
4793e308-a21c-4ce2-8a19-eb645f1a127c,7 131 71 3 10 5 23 31 28 14 42 27 88 39 76 33 9 40 47 65,0
30eac15e-0be2-44bb-a18f-45e6c8a5b373,10 56 12 13 3 5 14 19 31 33 28 1 16 58 115 132 81 131 23 83,0
bd33d2c1-4dad-4446-86a6-c229f0b69a31,4 31 7 58 99 120 91 11 128 112 132 64 89 84 8 104 14 56 108 116,0
3c7bc564-4ea3-4bda-9296-3cd3bd2c9d1b,6 7 3 26 1 19 37 0 35 16 28 10 31 56 131 100 33 79 42 36,0
3c8d46ff-e89b-48f6-90c0-9637b2f758f6,7 79 5 71 31 26 37 14 130 23 91 49 11 89 123 81 40 33 124 73,1
52261c0e-4683-4401-a96a-5c0ff89254f4,79 7 56 3 23 26 33 53 31 102 14 18 61 9 42 10 100 77 73 35,0
87060e4d-ab71-49be-84c0-f2a82617a215,26 5 131 3 11 16 37 122 56 28 33 14 10 70 23 19 129 52 113 89,0
b46e224f-466b-40ee-ba73-72103101f252,79 5 91 7 2 49 23 100 125 130 81 97 56 33 45 83 71 25 28 80,0
8514ad2a-f9a9-4532-b5f0-3144388097ef,6 5 7 23 4 31 37 56 40 71 3 27 1 131 26 43 18 57 67 19,0
9f85b6ae-eee6-4b59-b6c2-bed479df3758,79 7 56 3 33 26 53 23 18 102 31 61 14 42 9 44 77 52 112 37,0
b03f8bd0-9067-42a0-a237-2ad285a55d53,7 5 71 14 56 3 31 97 37 9 28 20 44 19 83 91 40 18 23 130,0
a42f5f67-c8ae-475a-bbfe-e7346b895eeb,26 79 5 19 36 24 7 37 130 0 11 31 57 131 28 12 15 97 71 56,1
a912e4f0-d161-4201-8bb0-6d703c0b0c54,5 79 7 91 14 23 2 19 131 71 33 49 3 34 114 28 83 124 40 1,0
c69e38b9-753f-4c45-b627-afbee307bb32,23 6 7 56 32 21 89 4 31 47 37 55 88 43 104 112 71 96 127 132,1
8ed78ae1-292c-4799-a856-5072a8882a29,7 10 6 3 19 27 26 40 12 38 11 131 1 49 43 13 23 22 57 16,0
1ea5d95e-359e-4f25-a406-9aa19f8a393b,6 7 56 3 37 130 66 23 31 35 131 39 11 71 13 96 9 120 33 14,0
a4a910c0-17a3-4704-937d-4fce2ef84fcd,7 23 8 13 30 35 12 27 28 66 31 116 45 109 22 72 56 121 67 81,0
781b3a56-a9db-4bb5-a845-096579131a8e,7 6 56 26 35 18 37 8 131 4 66 116 57 31 3 45 20 128 49 99,0
a34e506a-91ec-4cc5-a06a-a8101b5101d6,56 6 26 7 5 37 3 18 131 1 111 130 4 112 100 35 93 64 85 20,0
a618fc39-17b2-4dda-9180-8b46e0ab5a4b,79 131 7 23 49 83 125 31 89 47 14 26 65 124 67 105 1 42 106 71,0
67a46d52-e164-4519-980f-6b0de5a53688,6 7 3 37 10 26 16 0 28 19 35 1 130 33 14 23 57 9 44 94,0
3fc2a1e6-5610-43b7-bb94-707a3816f926,7 10 3 32 0 8 12 26 37 6 33 28 14 30 45 31 23 11 67 1,0
6fae7383-3064-4e77-a472-94f6ea32cee0,79 5 4 56 71 26 31 7 23 18 11 76 14 37 30 91 45 3 42 132,1
5d4d000a-a934-4589-b578-b7c10438bda4,7 56 71 79 106 3 130 35 5 72 131 81 14 67 91 97 11 77 33 1,0
8a9f9294-0a84-42e8-926f-81c6572c82ca,23 6 10 131 56 4 5 3 16 32 40 8 70 66 64 125 100 127 51 113,1
190c38ca-9342-42d1-a689-45108112d7a7,56 7 71 31 131 72 106 130 6 37 78 88 108 97 79 49 47 51 94 132,1
01bf28ae-1c2c-4caa-a37d-5537fea687de,4 31 56 7 16 111 124 18 101 19 11 20 58 97 45 120 33 127 48 80,0
f06a3103-d9ce-4546-9237-3f26d006546b,79 7 56 3 33 53 26 18 61 23 102 42 14 31 52 9 44 112 81 73,0
4a8bb1fd-8fe4-4aeb-a377-36aa03e12e8e,7 6 3 26 10 23 1 19 56 37 35 18 30 11 105 13 100 114 116 21,0
e9d5e6b2-0c31-4da7-8e7a-59def154a871,130 5 71 6 37 7 14 3 131 28 35 91 0 47 79 34 96 19 56 97,0
9df31c77-8f96-47ad-b257-485072a14fb2,6 37 7 3 71 56 14 130 28 0 26 79 31 35 33 49 67 100 77 41,0
92264509-563c-4a26-b597-08fb695d6743,79 7 56 3 33 53 26 18 23 61 102 31 14 42 9 52 77 44 112 37,0
89864301-fe8f-4c8a-9069-cdf59fe327d6,56 7 71 31 106 88 72 4 78 37 108 47 94 130 50 132 79 17 13 48,1
fb511a23-6b25-4636-89a4-94d93bba6bef,32 56 10 5 66 3 67 31 23 45 1 58 7 28 100 4 83 99 9 27,0
a917f376-c0f4-481b-9177-e936f7c39023,6 32 10 3 39 26 5 35 7 131 66 0 28 1 37 67 85 97 11 33,0
a5998ff5-4037-44b8-b253-493277e6f276,5 4 10 56 1 26 131 40 31 3 0 27 11 2 49 38 33 28 95 113,0
9943bc73-65f7-4838-bf2a-edb7bf36ddd6,79 56 7 23 5 3 31 71 131 83 14 49 76 106 11 53 109 57 102 100,1
137b13f3-1be7-44fa-bea8-e5a4a5d21d44,56 71 7 31 3 23 88 5 37 47 11 42 92 83 126 52 16 108 94 106,1
